experiment_id,p_hat_last,alpha_last,beta_last,n_used,y_used,ess_w
W5m__SIZE_WEIGHTED__EFFECTIVE_N_STAR__sequential_update,0.9999564137209607,22942.0,1.0,1383.8615874101051,1383.8615874101051,1383.8615874101051
