experiment_id,p_hat_last,alpha_last,beta_last,n_used,y_used,ess_w
W60m__SIZE_WEIGHTED__EFFECTIVE_N_STAR__sequential_update,0.9999941036692866,169596.0,1.0,9276.708980768604,9276.708980768604,9276.708980768604
