experiment_id,p_hat_last,alpha_last,beta_last,n_used,y_used,ess_w
W1m__SUBLINEAR__RAW_N__sequential_update,0.9996622987992223,2960.1976436480695,1.0,2959.19764364806,2959.19764364806,1205.845592697911
