scenario_name,model,brier,log_score,mae_prob,p_hat,y,n
REALDATA_L3_ADAPTER_SANITY,capopm,0.042387543252595174,-0.3483066942682157,0.20588235294117652,0.7058823529411765,11.0,15.0
