experiment_id,p_hat_last,alpha_last,beta_last,n_used,y_used,ess_w
W5m__SUBLINEAR__RAW_N__sequential_update,0.9999009290824548,10092.779534673225,1.0,10091.779534673335,10091.779534673335,4439.388613244913
