experiment_id,p_hat_last,alpha_last,beta_last,n_used,y_used,ess_w
W30m__SUBLINEAR__EFFECTIVE_N_STAR__sequential_update,0.9999711937955253,34713.74351578869,1.0,14917.482450145559,14917.482450145559,14917.482450145559
