experiment_id,p_hat_last,alpha_last,beta_last,n_used,y_used,ess_w
W1m__CAPPED__EFFECTIVE_N_STAR__sequential_update,0.9998019409784116,5048.0,1.0,886.3289954417343,886.3289954417343,886.3289954417343
